machine_id,machine_type,date,shift,production_rate,production_count,quality_score,downtime_minutes,operating_status,temperature_k_mean,temperature_k_std,temperature_k_max,process_temperature_k_mean,process_temperature_k_std,process_temperature_k_max,vibration_mm_s_mean,vibration_mm_s_std,vibration_mm_s_max,pressure_bar_mean,pressure_bar_std,pressure_bar_max,torque_nm_mean,torque_nm_std,torque_nm_max,rotational_speed_rpm_mean,rotational_speed_rpm_std,rotational_speed_rpm_max,load_pct_mean,load_pct_std,load_pct_max,failure_occurred_this_shift,days_since_last_maintenance,maintenance_count_past_7d,downtime_ratio,production_efficiency,quality_score_lag1,quality_score_rollmean_3,quality_score_rollmean_9,production_rate_lag1,production_rate_rollmean_3,production_rate_rollmean_9,downtime_minutes_lag1,downtime_minutes_rollmean_3,downtime_minutes_rollmean_9,temperature_k_mean_lag1,temperature_k_mean_rollmean_3,temperature_k_mean_rollmean_9,process_temperature_k_mean_lag1,process_temperature_k_mean_rollmean_3,process_temperature_k_mean_rollmean_9,vibration_mm_s_mean_lag1,vibration_mm_s_mean_rollmean_3,vibration_mm_s_mean_rollmean_9,pressure_bar_mean_lag1,pressure_bar_mean_rollmean_3,pressure_bar_mean_rollmean_9,torque_nm_mean_lag1,torque_nm_mean_rollmean_3,torque_nm_mean_rollmean_9,rotational_speed_rpm_mean_lag1,rotational_speed_rpm_mean_rollmean_3,rotational_speed_rpm_mean_rollmean_9,load_pct_mean_lag1,load_pct_mean_rollmean_3,load_pct_mean_rollmean_9,has_recent_maintenance,failure_next_shift,sim_day
M-01,CNC,2026-05-01,Morning,42.63,341,95.72,0,RUNNING,296.47532950487386,0.07442877283721981,296.61643356483006,306.55302518549723,0.8982973246757389,308.1310625881666,1.747429466551538,0.3874312934136595,2.4508466246689027,5.512378703897604,0.5067249387949027,6.620449824239176,40.54767099018157,10.702400971429556,60.21153917896246,725.2936666303096,234.75196247226418,1343.3309052208456,70.36456012997519,17.2988891044883,100.0,0,,0.0,0.0,42.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
M-01,CNC,2026-05-01,Afternoon,42.82,343,99.05,0,RUNNING,296.29623844741354,0.17453794430824343,296.56868879363657,306.3736576318144,0.9609667772197693,308.142810308102,1.7552412930515888,0.37538400941323047,2.629412898416338,5.563358926032302,0.5122708254338751,6.690022724409665,41.30480169998353,8.030840827495737,54.08145234613717,687.3181722810737,165.48813262853943,1114.7882724738247,71.65977803880521,12.619761697420792,90.85811256196456,0,,0.0,0.0,42.875,95.72,95.72,95.72,42.63,42.63,42.63,0.0,0.0,0.0,296.47532950487386,296.47532950487386,296.47532950487386,306.55302518549723,306.55302518549723,306.55302518549723,1.747429466551538,1.747429466551538,1.747429466551538,5.512378703897604,5.512378703897604,5.512378703897604,40.54767099018157,40.54767099018157,40.54767099018157,725.2936666303096,725.2936666303096,725.2936666303096,70.36456012997519,70.36456012997519,70.36456012997519,0,0,1
M-01,CNC,2026-05-01,Night,41.7,334,95.53,0,RUNNING,296.25596739915136,0.15496317533287962,296.4833065967367,306.38936770432326,0.9838483154045987,308.2858989929008,1.815232674368423,0.4041249388026801,2.812648563986584,5.467528752966979,0.4790982077286325,6.476900784019456,40.09056994545602,10.589572263150083,63.20218220267479,749.5062418667067,276.1829008726563,1916.043304667293,69.77938094758333,18.9294738116275,100.0,0,,0.0,0.0,41.75,99.05,97.38499999999999,97.38499999999999,42.82,42.725,42.725,0.0,0.0,0.0,296.29623844741354,296.38578397614367,296.38578397614367,306.3736576318144,306.4633414086558,306.4633414086558,1.7552412930515888,1.7513353798015634,1.7513353798015634,5.563358926032302,5.537868814964954,5.537868814964954,41.30480169998353,40.92623634508255,40.92623634508255,687.3181722810737,706.3059194556917,706.3059194556917,71.65977803880521,71.0121690843902,71.0121690843902,0,0,1
M-01,CNC,2026-05-02,Morning,43.99,352,97.53,0,RUNNING,296.48213502563027,0.11206807472652922,296.6712676026084,306.63769681368336,0.901682989600312,309.2533119580814,1.9166243557640512,0.43619533369531877,2.6836520932868453,5.56395506859687,0.4463419061277443,6.438325715946034,42.4285386169247,9.595593835692211,65.28380274446877,678.8876197724697,180.83941746057215,1361.9036415184755,73.13911928410467,18.07278212799928,100.0,0,,0.0,0.0,44.0,95.53,96.76666666666667,96.76666666666667,41.7,42.38333333333333,42.38333333333333,0.0,0.0,0.0,296.25596739915136,296.3425117838129,296.3425117838129,306.38936770432326,306.43868350721164,306.43868350721164,1.815232674368423,1.7726344779905165,1.7726344779905165,5.467528752966979,5.514422127632295,5.514422127632295,40.09056994545602,40.64768087854037,40.64768087854037,749.5062418667067,720.7060269260301,720.7060269260301,69.77938094758333,70.60123970545457,70.60123970545457,0,0,2
M-01,CNC,2026-05-02,Afternoon,41.41,331,97.09,0,RUNNING,296.39506124022876,0.08241229157079007,296.6023844121112,306.53292319400555,1.0706092312359086,308.31229309351886,1.76848962202483,0.4642617725417903,2.720088389451437,5.43667479526036,0.4807900159149812,6.352896716722865,39.54596998059612,8.905231859452986,54.1184224201785,730.2238382478607,220.27455804484669,1607.4496175596823,70.39046918584555,16.513047327455226,99.5372943035996,0,0.04,1.0,0.0,41.375,97.53,97.37,96.9575,43.99,42.83666666666667,42.785000000000004,0.0,0.0,0.0,296.48213502563027,296.34478029073176,296.3774175942673,306.63769681368336,306.4669073832736,306.48843683382955,1.9166243557640512,1.8290327743946877,1.8086319474339003,5.56395506859687,5.531614249198718,5.526805362873439,42.4285386169247,41.27463675412142,41.09289531313645,678.8876197724697,705.2373446400834,710.2514251376399,73.13911928410467,71.52609275683108,71.2357096001171,1,0,2
M-01,CNC,2026-05-02,Night,41.42,331,95.07,0,RUNNING,296.0342424412286,0.14150082773644934,296.3438507897054,305.8197796484289,0.9321146675669973,307.9774080591895,1.7152318229576797,0.5499335940445559,3.017331798199762,5.63380469190394,0.5518896483869172,6.735737272752969,38.81175812171262,9.25847784626027,54.54064767303491,753.2353870719385,235.80963972317198,1411.0084311114476,67.62376853253436,17.87120304800697,97.06647094511564,0,0.38,1.0,0.0,41.375,97.09,96.71666666666665,96.98400000000001,41.41,42.36666666666667,42.510000000000005,0.0,0.0,0.0,296.39506124022876,296.37772122167013,296.38094632345957,306.53292319400555,306.519995904004,306.49733410586475,1.76848962202483,1.8334488840524348,1.8006034823520864,5.43667479526036,5.48938620560807,5.508779249350823,39.54596998059612,40.68835951432561,40.78351024662838,730.2238382478607,719.539233295679,714.2459077596841,70.39046918584555,71.10298980584452,71.06666151726279,1,0,2
M-01,CNC,2026-05-03,Morning,42.3,338,92.17,0,RUNNING,295.80921952904237,0.1346439755587776,296.17963562025085,305.9410363016566,0.9699522608493769,308.1429042032,1.8615597776622608,0.48179252020481267,2.8078075279489427,5.520879769639642,0.47055496309590306,6.323396054377656,40.31712676589181,12.072253486395077,68.77637519611291,769.1475607753418,362.2753532703799,2084.972771762166,68.81589549256849,20.35419333013824,100.0,0,0.71,1.0,0.0,42.25,95.07,96.56333333333333,96.665,41.42,42.27333333333333,42.32833333333333,0.0,0.0,0.0,296.0342424412286,296.30381290236255,296.32316234308774,305.8197796484289,306.33013321870595,306.38440836295877,1.7152318229576797,1.80011526691552,1.7863748724530186,5.63380469190394,5.544811518587057,5.529616823109676,38.81175812171262,40.262088906411144,40.45488489247576,753.2353870719385,720.7822816974231,720.7441543117266,67.62376853253436,70.38445233416152,70.49284601980806,1,0,3
M-01,CNC,2026-05-03,Afternoon,39.83,319,94.88,0,RUNNING,296.2786470529102,0.07656283568746261,296.4307978985429,306.27570474560497,1.0947422226893853,308.90580820542743,1.7083511401677378,0.393328793089528,2.4784921370094297,5.593402265673887,0.5244080071066534,6.80078725774201,39.00483049934445,9.654036733048239,57.36442804766293,753.2798161357053,232.8034742974042,1570.6774206105342,68.38122173985299,17.76247079882494,100.0,0,1.04,1.0,0.0,39.875,92.17,94.77666666666666,96.02285714285713,42.3,41.71,42.324285714285715,0.0,0.0,0.0,295.80921952904237,296.07950773683325,296.24974194108125,305.9410363016566,306.0979130480303,306.3210694970585,1.8615597776622608,1.781760407548257,1.797115573197196,5.520879769639642,5.530453085601313,5.528368672613957,40.31712676589181,39.55828495606685,40.43520516010663,769.1475607753418,750.8689286983803,727.6589266636717,68.81589549256849,68.94337773698278,70.25328165877383,1,0,3
M-01,CNC,2026-05-03,Night,40.72,326,96.63,0,RUNNING,296.1983118957303,0.14556613276061375,296.42354500360227,306.29784859195263,0.8970134658881663,307.8151265342234,1.775663357328866,0.37920926908171537,2.612179467057412,5.438581306192889,0.45357140875258045,6.125032241871984,37.41623712948475,11.73845714760448,70.61135784893347,801.7108560428725,250.53707269446107,1324.9257245093067,63.93911042713018,18.31027221066076,100.0,0,1.38,1.0,0.0,40.75,94.88,94.04,95.88,39.83,41.18333333333333,42.0125,0.0,0.0,0.0,296.2786470529102,296.040703007727,296.25335508005986,306.27570474560497,306.01217356523017,306.3153989031268,1.7083511401677378,1.761714246929226,1.7860200190685136,5.593402265673887,5.582695575739156,5.536497871746448,39.00483049934445,39.37790512898296,40.25640832751135,753.2798161357053,758.5542546609953,730.8615378476758,68.38122173985299,68.27362858831862,70.01927416890872,1,0,3
M-01,CNC,2026-05-04,Morning,40.86,327,93.18,0,RUNNING,296.050952651249,0.09594167920573257,296.2042005512739,306.05412083209296,0.7979698095116885,308.0311048921029,1.7955675076530027,0.3882079529851208,2.566267223386209,5.724002412761141,0.4833863490425592,6.545689538695584,43.319632048935595,10.11692795736401,66.04652772901841,670.3629269317622,186.9008316327258,1274.8412571029971,74.31735202443718,17.165103136921026,100.0,0,1.71,1.0,0.0,40.875,96.63,94.56,95.96333333333332,40.72,40.949999999999996,41.86888888888889,0.0,0.0,0.0,296.1983118957303,296.0953928258943,296.2472391706899,306.29784859195263,306.17152987973805,306.31344886855186,1.775663357328866,1.7818580917196216,1.7848692788752194,5.438581306192889,5.517621113835472,5.525618253351608,37.41623712948475,38.912731464907004,39.94083374995284,801.7108560428725,774.7127443179733,738.7336843138087,63.93911042713018,67.04540921985055,69.34370041982223,1,0,4
M-01,CNC,2026-05-04,Afternoon,43.85,351,95.55,0,RUNNING,295.6792002332006,0.2199617297342121,295.9551995583539,305.72715063381463,1.0777604320999221,308.6153730696959,1.7733957051948948,0.41119108587942876,2.3838955422668446,5.380416855933765,0.5052889565305809,6.27955562654406,38.966563723513715,8.302666341955932,57.3332470527336,740.5140828607182,175.03940454623978,1205.1479038367688,67.38133001986567,15.388027325167283,94.26886509574256,0,2.04,1.0,0.0,43.875,93.18,94.89666666666666,95.68111111111111,40.86,40.47,41.672222222222224,0.0,0.0,0.0,296.050952651249,296.1759705332965,296.2000861869538,306.05412083209296,306.2092247232169,306.258015051507,1.7955675076530027,1.759860668383202,1.7902179501087159,5.724002412761141,5.585328661542639,5.54913199878089,43.319632048935595,39.91356655925493,40.248829423147725,670.3629269317622,741.78453303678,732.630268791748,74.31735202443718,68.87922806380679,69.78289951920688,1,0,4
M-01,CNC,2026-05-04,Night,42.09,337,93.15,0,RUNNING,295.55244628090605,0.11136345781080113,295.7635981108949,305.6526475935096,1.103644350529654,309.01818726861336,1.7749500540572496,0.4397389611033693,2.8805652355958813,5.482507156148868,0.4987142258151374,6.451000183503689,38.198971492208955,10.830671608170164,61.19798547789407,794.4529532720842,326.9461878763382,2159.640677442802,67.47823486883136,19.461603837151234,100.0,0,2.38,1.0,0.0,42.125,95.55,95.12,95.29222222222222,43.85,41.81,41.78666666666667,0.0,0.0,0.0,295.6792002332006,295.9761549267266,296.1315263853746,305.72715063381463,306.02637335262006,306.18618094061804,1.7733957051948948,1.7815421900589212,1.7922351070135274,5.380416855933765,5.514333524962598,5.5288051021032745,38.966563723513715,39.90081096731135,39.989025203539974,740.5140828607182,737.5292886117842,738.5409255228195,67.38133001986567,68.54593082381102,69.30751640599138,1,0,4
M-01,CNC,2026-05-05,Morning,41.31,331,96.22,0,RUNNING,295.7765981671202,0.12570143774693157,295.96371176563014,305.8821529423202,1.1489891101281284,308.6250476304154,1.7894752564545278,0.37853886483218574,2.6188002627093923,5.439114964158166,0.5343170656753357,6.764716651102082,38.76090880795496,10.15560379646567,59.541178007911725,745.9623420075222,226.61434801213906,1485.2684708921574,68.37186330066775,17.323289575019054,100.0,0,2.71,1.0,0.0,41.375,93.15,93.96,95.02777777777777,42.09,42.26666666666667,41.83,0.0,0.0,0.0,295.55244628090605,295.76086638845186,296.0533573722362,305.6526475935096,305.81130635313906,306.1043231505277,1.7749500540572496,1.7813044223017158,1.7877592603122858,5.482507156148868,5.5289754749479245,5.530469369123484,38.198971492208955,40.16172242155275,39.77884759762364,794.4529532720842,735.1099876881882,743.5350045678614,67.47823486883136,69.72563897104475,69.05183350835227,1,0,5
M-01,CNC,2026-05-05,Afternoon,40.55,324,96.75,0,RUNNING,295.63116644362213,0.1568995852916243,295.91892387433313,305.81999358981227,1.0278332170048041,307.7511568586902,1.9794775631825878,0.437749554402989,2.966511385658872,5.644347807276281,0.4873206258901975,6.6320966419154495,42.6253720488773,10.641548046038844,60.50199392050014,695.5655476456319,255.9806147416761,1577.7884605664867,73.79174055627466,20.08415002439716,100.0,0,3.04,1.0,0.0,40.5,96.22,94.97333333333334,94.88222222222221,41.31,42.416666666666664,41.532222222222224,0.0,0.0,0.0,295.7765981671202,295.66941489374227,295.97496438795736,305.8821529423202,305.75398372321484,306.02037383148735,1.7894752564545278,1.7792736719022242,1.7736315826112277,5.439114964158166,5.434012992080267,5.516598246408073,38.76090880795496,38.642148007892544,39.37133317440478,745.9623420075222,760.3097927134417,750.9877514828672,68.37186330066775,67.74380939645494,68.5221383990815,1,0,5
M-01,CNC,2026-05-05,Night,41.24,330,95.42,0,RUNNING,295.6208297819592,0.1048414229152886,295.7987557281325,305.46270434626865,1.047700473046053,308.20004146095687,1.8473997669408373,0.3820390641521197,2.836036871101707,5.415795743278686,0.6354960395532164,6.625469154265431,39.769808507727454,8.370631364906325,55.86224532210084,722.8913585715827,180.99946095892048,1251.0777592397123,67.68165645550243,14.282374121459421,90.38812457472687,0,3.38,1.0,0.0,41.25,96.75,95.37333333333333,94.84444444444445,40.55,41.31666666666667,41.43666666666667,0.0,0.0,0.0,295.63116644362213,295.65340363054946,295.8900871883344,305.81999358981227,305.78493137521406,305.94115943102145,1.9794775631825878,1.8479676245647882,1.7970746871843117,5.644347807276281,5.521989975861104,5.539673025520953,42.6253720488773,39.86175078301374,39.71348895976936,695.5655476456319,745.3269476417462,747.1368303048419,73.79174055627466,69.88061290859126,68.90005744024029,1,0,5
M-01,CNC,2026-05-06,Morning,41.24,330,99.7,0,RUNNING,295.88657453629787,0.17056621248977077,296.14539892186093,305.765808838783,1.0060578065846468,308.6811693728101,1.8605190257862139,0.3564685759160168,2.543362825815472,5.506783145240069,0.5557786527229397,6.610056242534495,37.85791159784883,8.871438236735392,55.30691166922373,776.0617454668785,244.94670042165427,1723.1141397295885,66.77436017576984,15.929891622351777,92.23722058839566,0,3.71,1.0,0.0,41.25,95.42,96.13,94.88333333333334,41.24,41.03333333333333,41.416666666666664,0.0,0.0,0.0,295.6208297819592,295.6761981309005,295.8441524484155,305.46270434626865,305.72161695946704,305.90148439744803,1.8473997669408373,1.8721175288593177,1.8117600142935517,5.415795743278686,5.499752838237711,5.515449809007036,39.769808507727454,40.38536312151991,39.819939002659886,722.8913585715827,721.4730827415789,743.7652715825802,67.68165645550243,69.94842010414828,68.9064894316812,1,0,6
M-01,CNC,2026-05-06,Afternoon,41.98,336,93.88,0,RUNNING,296.10174740000605,0.11662717514245984,296.42771603859194,306.07108069493273,0.9129221220970054,307.41357714561565,1.6825838450899813,0.3907678116118317,2.673017947057219,5.417577090399833,0.5940404785532389,6.823115461632257,40.182546010286,8.146019089335896,61.5395656604111,707.8097109085332,145.42166494639386,1128.1109551031757,71.07352350078773,13.103855246158739,100.0,0,4.04,1.0,0.0,42.0,99.7,97.29,95.72,41.24,41.01,41.2988888888889,0.0,0.0,0.0,295.88657453629787,295.7128569206264,295.85274744922174,305.765808838783,305.6828355916213,305.88201467935096,1.8605190257862139,1.895798785303213,1.811644375196213,5.506783145240069,5.522308898598346,5.513883517407084,37.85791159784883,40.08436405148453,39.54669287287734,776.0617454668785,731.506217228031,744.5335143260841,66.77436017576984,69.41591906251564,68.67965217425912,1,0,6
M-01,CNC,2026-05-06,Night,43.04,344,93.56,0,RUNNING,296.2767942169846,0.18253303378211863,296.6040493534221,306.2050836469374,0.9514585852059219,308.33747258665005,1.674304872222176,0.4420244808752203,2.648575228818207,5.384218659411209,0.43419806145836587,6.167514332636831,41.81879539294031,10.019683377344759,61.32339972594481,691.0573034886417,169.76658772215677,1070.5956551173508,72.02828185531202,17.10130906690781,100.0,0,4.38,1.0,0.0,43.0,93.88,96.33333333333333,95.60888888888888,41.98,41.48666666666667,41.53777777777778,0.0,0.0,0.0,296.10174740000605,295.86971723942105,295.8330919322324,306.07108069493273,305.7665312933281,305.8592786737207,1.6825838450899813,1.7968342126056775,1.8087813424097956,5.417577090399833,5.446718659639529,5.494347386821078,40.182546010286,39.270088705287435,39.67755015187084,707.8097109085332,735.5876049823315,739.481280411954,71.07352350078773,68.50984671068666,68.97879681436298,1,0,6
